Regions Code,Regions Label,Sex (2 categories) Code,Sex (2 categories) Label,Age (91 categories) Code,Age (91 categories) Label,Count
E12000005,West Midlands,2,Male,49,Aged 49 years,39946
E12000005,West Midlands,2,Male,50,Aged 50 years,41088
E12000005,West Midlands,2,Male,51,Aged 51 years,40505
E12000005,West Midlands,2,Male,52,Aged 52 years,41630
E12000005,West Midlands,2,Male,53,Aged 53 years,40865
E12000005,West Midlands,2,Male,54,Aged 54 years,41159
E12000005,West Midlands,2,Male,55,Aged 55 years,40207
E12000005,West Midlands,2,Male,56,Aged 56 years,39908
E12000005,West Midlands,2,Male,57,Aged 57 years,38894
E12000005,West Midlands,2,Male,58,Aged 58 years,38408
E12000005,West Midlands,2,Male,59,Aged 59 years,37816
E12000005,West Midlands,2,Male,60,Aged 60 years,36292
E12000005,West Midlands,2,Male,61,Aged 61 years,34271
E12000005,West Midlands,2,Male,62,Aged 62 years,33680
E12000005,West Midlands,2,Male,63,Aged 63 years,32934
E12000005,West Midlands,2,Male,64,Aged 64 years,31152
E12000005,West Midlands,2,Male,65,Aged 65 years,29487
E12000005,West Midlands,2,Male,66,Aged 66 years,29120
E12000005,West Midlands,2,Male,67,Aged 67 years,29251
E12000005,West Midlands,2,Male,68,Aged 68 years,28237
E12000005,West Midlands,2,Male,69,Aged 69 years,27463
E12000005,West Midlands,2,Male,70,Aged 70 years,27098
E12000005,West Midlands,2,Male,71,Aged 71 years,27679
E12000005,West Midlands,2,Male,72,Aged 72 years,28154
E12000005,West Midlands,2,Male,73,Aged 73 years,29226
E12000005,West Midlands,2,Male,74,Aged 74 years,28669
E12000005,West Midlands,2,Male,75,Aged 75 years,22505
E12000005,West Midlands,2,Male,76,Aged 76 years,23552
E12000005,West Midlands,2,Male,77,Aged 77 years,22300
E12000005,West Midlands,2,Male,78,Aged 78 years,19879
E12000005,West Midlands,2,Male,79,Aged 79 years,16934
E12000005,West Midlands,2,Male,80,Aged 80 years,15325
E12000005,West Midlands,2,Male,81,Aged 81 years,15287
E12000005,West Midlands,2,Male,82,Aged 82 years,14345
E12000005,West Midlands,2,Male,83,Aged 83 years,12818
E12000005,West Midlands,2,Male,84,Aged 84 years,11635
E12000005,West Midlands,2,Male,85,Aged 85 years,10025
E12000005,West Midlands,2,Male,86,Aged 86 years,8741
E12000005,West Midlands,2,Male,87,Aged 87 years,7245
E12000005,West Midlands,2,Male,88,Aged 88 years,6350
E12000005,West Midlands,2,Male,89,Aged 89 years,5346
E12000005,West Midlands,2,Male,90,Aged 90 years and over,16876
E12000006,East of England,1,Female,0,Aged under 1 year,31663
E12000006,East of England,1,Female,1,Aged 1 year,33284
E12000006,East of England,1,Female,2,Aged 2 years,34275
E12000006,East of England,1,Female,3,Aged 3 years,34798
E12000006,East of England,1,Female,4,Aged 4 years,36019
E12000006,East of England,1,Female,5,Aged 5 years,36749
E12000006,East of England,1,Female,6,Aged 6 years,36098
E12000006,East of England,1,Female,7,Aged 7 years,36699
E12000006,East of England,1,Female,8,Aged 8 years,38099
E12000006,East of England,1,Female,9,Aged 9 years,38237
E12000006,East of England,1,Female,10,Aged 10 years,38091
E12000006,East of England,1,Female,11,Aged 11 years,38245
E12000006,East of England,1,Female,12,Aged 12 years,37986
E12000006,East of England,1,Female,13,Aged 13 years,37110
E12000006,East of England,1,Female,14,Aged 14 years,36135
E12000006,East of England,1,Female,15,Aged 15 years,35000
E12000006,East of England,1,Female,16,Aged 16 years,34671
E12000006,East of England,1,Female,17,Aged 17 years,34833
E12000006,East of England,1,Female,18,Aged 18 years,31472
E12000006,East of England,1,Female,19,Aged 19 years,29697
E12000006,East of England,1,Female,20,Aged 20 years,29434
E12000006,East of England,1,Female,21,Aged 21 years,31142
E12000006,East of England,1,Female,22,Aged 22 years,34610
E12000006,East of England,1,Female,23,Aged 23 years,35817
E12000006,East of England,1,Female,24,Aged 24 years,36260
E12000006,East of England,1,Female,25,Aged 25 years,36906
E12000006,East of England,1,Female,26,Aged 26 years,37929
E12000006,East of England,1,Female,27,Aged 27 years,39548
E12000006,East of England,1,Female,28,Aged 28 years,40433
E12000006,East of England,1,Female,29,Aged 29 years,42154
E12000006,East of England,1,Female,30,Aged 30 years,43193
E12000006,East of England,1,Female,31,Aged 31 years,43329
E12000006,East of England,1,Female,32,Aged 32 years,44103
E12000006,East of England,1,Female,33,Aged 33 years,44829
E12000006,East of England,1,Female,34,Aged 34 years,43774
E12000006,East of England,1,Female,35,Aged 35 years,43537
E12000006,East of England,1,Female,36,Aged 36 years,43571
E12000006,East of England,1,Female,37,Aged 37 years,42812
E12000006,East of England,1,Female,38,Aged 38 years,42228
E12000006,East of England,1,Female,39,Aged 39 years,43369
E12000006,East of England,1,Female,40,Aged 40 years,44410
E12000006,East of England,1,Female,41,Aged 41 years,43617
E12000006,East of England,1,Female,42,Aged 42 years,40941
E12000006,East of England,1,Female,43,Aged 43 years,38640
E12000006,East of England,1,Female,44,Aged 44 years,38942
E12000006,East of England,1,Female,45,Aged 45 years,39333
E12000006,East of England,1,Female,46,Aged 46 years,40690
E12000006,East of England,1,Female,47,Aged 47 years,41202
E12000006,East of England,1,Female,48,Aged 48 years,42941
E12000006,East of England,1,Female,49,Aged 49 years,44090
E12000006,East of England,1,Female,50,Aged 50 years,45220
E12000006,East of England,1,Female,51,Aged 51 years,43608
E12000006,East of England,1,Female,52,Aged 52 years,45409
E12000006,East of England,1,Female,53,Aged 53 years,45197
E12000006,East of England,1,Female,54,Aged 54 years,45464
E12000006,East of England,1,Female,55,Aged 55 years,45658
E12000006,East of England,1,Female,56,Aged 56 years,45272
E12000006,East of England,1,Female,57,Aged 57 years,44412
E12000006,East of England,1,Female,58,Aged 58 years,42874
E12000006,East of England,1,Female,59,Aged 59 years,41521
E12000006,East of England,1,Female,60,Aged 60 years,40176
E12000006,East of England,1,Female,61,Aged 61 years,37818
E12000006,East of England,1,Female,62,Aged 62 years,37652
E12000006,East of England,1,Female,63,Aged 63 years,36360
E12000006,East of England,1,Female,64,Aged 64 years,34992
E12000006,East of England,1,Female,65,Aged 65 years,33976
E12000006,East of England,1,Female,66,Aged 66 years,33469
E12000006,East of England,1,Female,67,Aged 67 years,33354
E12000006,East of England,1,Female,68,Aged 68 years,32708
E12000006,East of England,1,Female,69,Aged 69 years,31984
E12000006,East of England,1,Female,70,Aged 70 years,32376
E12000006,East of England,1,Female,71,Aged 71 years,33307
E12000006,East of England,1,Female,72,Aged 72 years,34169
E12000006,East of England,1,Female,73,Aged 73 years,37791
E12000006,East of England,1,Female,74,Aged 74 years,38944
E12000006,East of England,1,Female,75,Aged 75 years,28113
E12000006,East of England,1,Female,76,Aged 76 years,29652
E12000006,East of England,1,Female,77,Aged 77 years,26817
E12000006,East of England,1,Female,78,Aged 78 years,25181
E12000006,East of England,1,Female,79,Aged 79 years,21272
E12000006,East of England,1,Female,80,Aged 80 years,19834
E12000006,East of England,1,Female,81,Aged 81 years,20274
E12000006,East of England,1,Female,82,Aged 82 years,19610
E12000006,East of England,1,Female,83,Aged 83 years,18333
E12000006,East of England,1,Female,84,Aged 84 years,16845
E12000006,East of England,1,Female,85,Aged 85 years,15659
E12000006,East of England,1,Female,86,Aged 86 years,13934
E12000006,East of England,1,Female,87,Aged 87 years,12356
E12000006,East of England,1,Female,88,Aged 88 years,11301
E12000006,East of England,1,Female,89,Aged 89 years,10173
E12000006,East of England,1,Female,90,Aged 90 years and over,42084
E12000006,East of England,2,Male,0,Aged under 1 year,33147
E12000006,East of England,2,Male,1,Aged 1 year,35288
E12000006,East of England,2,Male,2,Aged 2 years,36287
E12000006,East of England,2,Male,3,Aged 3 years,36854
E12000006,East of England,2,Male,4,Aged 4 years,37529
E12000006,East of England,2,Male,5,Aged 5 years,38721
E12000006,East of England,2,Male,6,Aged 6 years,38026
E12000006,East of England,2,Male,7,Aged 7 years,38170
E12000006,East of England,2,Male,8,Aged 8 years,39801
E12000006,East of England,2,Male,9,Aged 9 years,40018
E12000006,East of England,2,Male,10,Aged 10 years,40626
E12000006,East of England,2,Male,11,Aged 11 years,39670
E12000006,East of England,2,Male,12,Aged 12 years,39482
E12000006,East of England,2,Male,13,Aged 13 years,39672
E12000006,East of England,2,Male,14,Aged 14 years,38059
E12000006,East of England,2,Male,15,Aged 15 years,36952
E12000006,East of England,2,Male,16,Aged 16 years,37135
E12000006,East of England,2,Male,17,Aged 17 years,37005
E12000006,East of England,2,Male,18,Aged 18 years,34314
E12000006,East of England,2,Male,19,Aged 19 years,31953
E12000006,East of England,2,Male,20,Aged 20 years,31787
E12000006,East of England,2,Male,21,Aged 21 years,33648
E12000006,East of England,2,Male,22,Aged 22 years,35529
E12000006,East of England,2,Male,23,Aged 23 years,36858
E12000006,East of England,2,Male,24,Aged 24 years,37288
E12000006,East of England,2,Male,25,Aged 25 years,36826
E12000006,East of England,2,Male,26,Aged 26 years,37526
E12000006,East of England,2,Male,27,Aged 27 years,38344
E12000006,East of England,2,Male,28,Aged 28 years,38860
E12000006,East of England,2,Male,29,Aged 29 years,39414
E12000006,East of England,2,Male,30,Aged 30 years,40956
E12000006,East of England,2,Male,31,Aged 31 years,40691
E12000006,East of England,2,Male,32,Aged 32 years,41078
E12000006,East of England,2,Male,33,Aged 33 years,41716
E12000006,East of England,2,Male,34,Aged 34 years,40742
E12000006,East of England,2,Male,35,Aged 35 years,41144
E12000006,East of England,2,Male,36,Aged 36 years,40158
E12000006,East of England,2,Male,37,Aged 37 years,40162
E12000006,East of England,2,Male,38,Aged 38 years,40038
E12000006,East of England,2,Male,39,Aged 39 years,40877
E12000006,East of England,2,Male,40,Aged 40 years,42098
E12000006,East of England,2,Male,41,Aged 41 years,41289
E12000006,East of England,2,Male,42,Aged 42 years,40154
E12000006,East of England,2,Male,43,Aged 43 years,37560
E12000006,East of England,2,Male,44,Aged 44 years,38192
E12000006,East of England,2,Male,45,Aged 45 years,38183
E12000006,East of England,2,Male,46,Aged 46 years,39391
E12000006,East of England,2,Male,47,Aged 47 years,40506
E12000006,East of England,2,Male,48,Aged 48 years,41283
E12000006,East of England,2,Male,49,Aged 49 years,43190
E12000006,East of England,2,Male,50,Aged 50 years,43689
E12000006,East of England,2,Male,51,Aged 51 years,42849
E12000006,East of England,2,Male,52,Aged 52 years,43743
E12000006,East of England,2,Male,53,Aged 53 years,43477
E12000006,East of England,2,Male,54,Aged 54 years,44178
E12000006,East of England,2,Male,55,Aged 55 years,44010
E12000006,East of England,2,Male,56,Aged 56 years,43618
E12000006,East of England,2,Male,57,Aged 57 years,42660
E12000006,East of England,2,Male,58,Aged 58 years,41761
E12000006,East of England,2,Male,59,Aged 59 years,40708
E12000006,East of England,2,Male,60,Aged 60 years,39339
E12000006,East of England,2,Male,61,Aged 61 years,37335
E12000006,East of England,2,Male,62,Aged 62 years,36571
E12000006,East of England,2,Male,63,Aged 63 years,35532
E12000006,East of England,2,Male,64,Aged 64 years,33701
E12000006,East of England,2,Male,65,Aged 65 years,32183
E12000006,East of England,2,Male,66,Aged 66 years,31192
E12000006,East of England,2,Male,67,Aged 67 years,30948
E12000006,East of England,2,Male,68,Aged 68 years,30023
E12000006,East of England,2,Male,69,Aged 69 years,29386
E12000006,East of England,2,Male,70,Aged 70 years,29581
E12000006,East of England,2,Male,71,Aged 71 years,30252
E12000006,East of England,2,Male,72,Aged 72 years,30974
E12000006,East of England,2,Male,73,Aged 73 years,34284
E12000006,East of England,2,Male,74,Aged 74 years,34306
E12000006,East of England,2,Male,75,Aged 75 years,25489
E12000006,East of England,2,Male,76,Aged 76 years,26537
E12000006,East of England,2,Male,77,Aged 77 years,23723
E12000006,East of England,2,Male,78,Aged 78 years,21940
E12000006,East of England,2,Male,79,Aged 79 years,17837
E12000006,East of England,2,Male,80,Aged 80 years,16207
E12000006,East of England,2,Male,81,Aged 81 years,16564
E12000006,East of England,2,Male,82,Aged 82 years,15670
E12000006,East of England,2,Male,83,Aged 83 years,14614
E12000006,East of England,2,Male,84,Aged 84 years,13312
E12000006,East of England,2,Male,85,Aged 85 years,11289
E12000006,East of England,2,Male,86,Aged 86 years,10153
E12000006,East of England,2,Male,87,Aged 87 years,8670
E12000006,East of England,2,Male,88,Aged 88 years,7436
E12000006,East of England,2,Male,89,Aged 89 years,6404
E12000006,East of England,2,Male,90,Aged 90 years and over,20632
E12000007,London,1,Female,0,Aged under 1 year,51365
E12000007,London,1,Female,1,Aged 1 year,52461
E12000007,London,1,Female,2,Aged 2 years,51422
E12000007,London,1,Female,3,Aged 3 years,51772
E12000007,London,1,Female,4,Aged 4 years,52344
E12000007,London,1,Female,5,Aged 5 years,51978
E12000007,London,1,Female,6,Aged 6 years,50743
E12000007,London,1,Female,7,Aged 7 years,51056
E12000007,London,1,Female,8,Aged 8 years,52906
E12000007,London,1,Female,9,Aged 9 years,53367
E12000007,London,1,Female,10,Aged 10 years,52943
E12000007,London,1,Female,11,Aged 11 years,52981
E12000007,London,1,Female,12,Aged 12 years,53016
E12000007,London,1,Female,13,Aged 13 years,52255
E12000007,London,1,Female,14,Aged 14 years,50568
E12000007,London,1,Female,15,Aged 15 years,48872
E12000007,London,1,Female,16,Aged 16 years,49725
E12000007,London,1,Female,17,Aged 17 years,49107
E12000007,London,1,Female,18,Aged 18 years,47062
E12000007,London,1,Female,19,Aged 19 years,45495
E12000007,London,1,Female,20,Aged 20 years,47423
E12000007,London,1,Female,21,Aged 21 years,52773
E12000007,London,1,Female,22,Aged 22 years,60115
E12000007,London,1,Female,23,Aged 23 years,69250
E12000007,London,1,Female,24,Aged 24 years,74886
E12000007,London,1,Female,25,Aged 25 years,78963
E12000007,London,1,Female,26,Aged 26 years,81084
E12000007,London,1,Female,27,Aged 27 years,82627
E12000007,London,1,Female,28,Aged 28 years,84296
E12000007,London,1,Female,29,Aged 29 years,85243
E12000007,London,1,Female,30,Aged 30 years,85988
E12000007,London,1,Female,31,Aged 31 years,85726
E12000007,London,1,Female,32,Aged 32 years,85317
E12000007,London,1,Female,33,Aged 33 years,84173
E12000007,London,1,Female,34,Aged 34 years,81222
E12000007,London,1,Female,35,Aged 35 years,80312
E12000007,London,1,Female,36,Aged 36 years,77993
E12000007,London,1,Female,37,Aged 37 years,75970
E12000007,London,1,Female,38,Aged 38 years,74846
E12000007,London,1,Female,39,Aged 39 years,73606
E12000007,London,1,Female,40,Aged 40 years,74126
E12000007,London,1,Female,41,Aged 41 years,72435
E12000007,London,1,Female,42,Aged 42 years,68385
E12000007,London,1,Female,43,Aged 43 years,64728
E12000007,London,1,Female,44,Aged 44 years,63451
E12000007,London,1,Female,45,Aged 45 years,61785
E12000007,London,1,Female,46,Aged 46 years,61694
E12000007,London,1,Female,47,Aged 47 years,59538
E12000007,London,1,Female,48,Aged 48 years,59568
E12000007,London,1,Female,49,Aged 49 years,58620
E12000007,London,1,Female,50,Aged 50 years,60891
E12000007,London,1,Female,51,Aged 51 years,59019
E12000007,London,1,Female,52,Aged 52 years,59336
E12000007,London,1,Female,53,Aged 53 years,58168
E12000007,London,1,Female,54,Aged 54 years,56428
E12000007,London,1,Female,55,Aged 55 years,56592
E12000007,London,1,Female,56,Aged 56 years,55117
E12000007,London,1,Female,57,Aged 57 years,53039
E12000007,London,1,Female,58,Aged 58 years,51102
E12000007,London,1,Female,59,Aged 59 years,48073
E12000007,London,1,Female,60,Aged 60 years,46511
E12000007,London,1,Female,61,Aged 61 years,43571
E12000007,London,1,Female,62,Aged 62 years,41603
E12000007,London,1,Female,63,Aged 63 years,38598
E12000007,London,1,Female,64,Aged 64 years,37376
E12000007,London,1,Female,65,Aged 65 years,35105
E12000007,London,1,Female,66,Aged 66 years,33353
E12000007,London,1,Female,67,Aged 67 years,31786
E12000007,London,1,Female,68,Aged 68 years,30915
E12000007,London,1,Female,69,Aged 69 years,29408
E12000007,London,1,Female,70,Aged 70 years,29140
E12000007,London,1,Female,71,Aged 71 years,28817
E12000007,London,1,Female,72,Aged 72 years,28437
E12000007,London,1,Female,73,Aged 73 years,29349
E12000007,London,1,Female,74,Aged 74 years,28881
E12000007,London,1,Female,75,Aged 75 years,23288
E12000007,London,1,Female,76,Aged 76 years,22816
E12000007,London,1,Female,77,Aged 77 years,21361
E12000007,London,1,Female,78,Aged 78 years,20544
E12000007,London,1,Female,79,Aged 79 years,17680
E12000007,London,1,Female,80,Aged 80 years,17119
E12000007,London,1,Female,81,Aged 81 years,17495
E12000007,London,1,Female,82,Aged 82 years,16692
E12000007,London,1,Female,83,Aged 83 years,15360
E12000007,London,1,Female,84,Aged 84 years,14145
E12000007,London,1,Female,85,Aged 85 years,13049
E12000007,London,1,Female,86,Aged 86 years,11717
E12000007,London,1,Female,87,Aged 87 years,10111
E12000007,London,1,Female,88,Aged 88 years,9311
E12000007,London,1,Female,89,Aged 89 years,8170
E12000007,London,1,Female,90,Aged 90 years and over,34566
E12000007,London,2,Male,0,Aged under 1 year,52867
E12000007,London,2,Male,1,Aged 1 year,54678
E12000007,London,2,Male,2,Aged 2 years,54274
E12000007,London,2,Male,3,Aged 3 years,53488
E12000007,London,2,Male,4,Aged 4 years,54287
E12000007,London,2,Male,5,Aged 5 years,54787
E12000007,London,2,Male,6,Aged 6 years,53387
E12000007,London,2,Male,7,Aged 7 years,53156
E12000007,London,2,Male,8,Aged 8 years,54762
E12000007,London,2,Male,9,Aged 9 years,55353
E12000007,London,2,Male,10,Aged 10 years,55854
E12000007,London,2,Male,11,Aged 11 years,55190
E12000007,London,2,Male,12,Aged 12 years,54517
E12000007,London,2,Male,13,Aged 13 years,54707
E12000007,London,2,Male,14,Aged 14 years,53409
E12000007,London,2,Male,15,Aged 15 years,50977
E12000007,London,2,Male,16,Aged 16 years,52219
E12000007,London,2,Male,17,Aged 17 years,51271
E12000007,London,2,Male,18,Aged 18 years,48499
E12000007,London,2,Male,19,Aged 19 years,46159
E12000007,London,2,Male,20,Aged 20 years,47094
E12000007,London,2,Male,21,Aged 21 years,50217
E12000007,London,2,Male,22,Aged 22 years,56306
E12000007,London,2,Male,23,Aged 23 years,62704
E12000007,London,2,Male,24,Aged 24 years,68419
E12000007,London,2,Male,25,Aged 25 years,71247
E12000007,London,2,Male,26,Aged 26 years,73671
E12000007,London,2,Male,27,Aged 27 years,75473
E12000007,London,2,Male,28,Aged 28 years,76331
E12000007,London,2,Male,29,Aged 29 years,77612
E12000007,London,2,Male,30,Aged 30 years,79082
E12000007,London,2,Male,31,Aged 31 years,78576
E12000007,London,2,Male,32,Aged 32 years,78234
E12000007,London,2,Male,33,Aged 33 years,76750
E12000007,London,2,Male,34,Aged 34 years,73272
E12000007,London,2,Male,35,Aged 35 years,73441
E12000007,London,2,Male,36,Aged 36 years,71871
E12000007,London,2,Male,37,Aged 37 years,69695
E12000007,London,2,Male,38,Aged 38 years,69108
E12000007,London,2,Male,39,Aged 39 years,68865
E12000007,London,2,Male,40,Aged 40 years,69212
E12000007,London,2,Male,41,Aged 41 years,67727
E12000007,London,2,Male,42,Aged 42 years,64890
E12000007,London,2,Male,43,Aged 43 years,61597
E12000007,London,2,Male,44,Aged 44 years,60729
E12000007,London,2,Male,45,Aged 45 years,60098
E12000007,London,2,Male,46,Aged 46 years,59842
E12000007,London,2,Male,47,Aged 47 years,58000
E12000007,London,2,Male,48,Aged 48 years,57753
E12000007,London,2,Male,49,Aged 49 years,57072
E12000007,London,2,Male,50,Aged 50 years,57462
E12000007,London,2,Male,51,Aged 51 years,56620
E12000007,London,2,Male,52,Aged 52 years,56419
E12000007,London,2,Male,53,Aged 53 years,55241
E12000007,London,2,Male,54,Aged 54 years,54208
E12000007,London,2,Male,55,Aged 55 years,53147
E12000007,London,2,Male,56,Aged 56 years,51816
E12000007,London,2,Male,57,Aged 57 years,50086
E12000007,London,2,Male,58,Aged 58 years,47627
E12000007,London,2,Male,59,Aged 59 years,45015
E12000007,London,2,Male,60,Aged 60 years,44246
E12000007,London,2,Male,61,Aged 61 years,41552
E12000007,London,2,Male,62,Aged 62 years,38968
E12000007,London,2,Male,63,Aged 63 years,37239
E12000007,London,2,Male,64,Aged 64 years,34921
E12000007,London,2,Male,65,Aged 65 years,32785
E12000007,London,2,Male,66,Aged 66 years,30670
E12000007,London,2,Male,67,Aged 67 years,28841
E12000007,London,2,Male,68,Aged 68 years,27279
E12000007,London,2,Male,69,Aged 69 years,26200
E12000007,London,2,Male,70,Aged 70 years,25664
E12000007,London,2,Male,71,Aged 71 years,24769
E12000007,London,2,Male,72,Aged 72 years,24383
E12000007,London,2,Male,73,Aged 73 years,25084
E12000007,London,2,Male,74,Aged 74 years,24611
E12000007,London,2,Male,75,Aged 75 years,18854
E12000007,London,2,Male,76,Aged 76 years,18751
E12000007,London,2,Male,77,Aged 77 years,17045
E12000007,London,2,Male,78,Aged 78 years,15764
E12000007,London,2,Male,79,Aged 79 years,13561
E12000007,London,2,Male,80,Aged 80 years,12981
E12000007,London,2,Male,81,Aged 81 years,13264
E12000007,London,2,Male,82,Aged 82 years,12280
E12000007,London,2,Male,83,Aged 83 years,11113
E12000007,London,2,Male,84,Aged 84 years,10214
E12000007,London,2,Male,85,Aged 85 years,8912
E12000007,London,2,Male,86,Aged 86 years,7819
E12000007,London,2,Male,87,Aged 87 years,6863
E12000007,London,2,Male,88,Aged 88 years,5916
E12000007,London,2,Male,89,Aged 89 years,4938
E12000007,London,2,Male,90,Aged 90 years and over,16238
E12000008,South East,1,Female,0,Aged under 1 year,44565
E12000008,South East,1,Female,1,Aged 1 year,46971
E12000008,South East,1,Female,2,Aged 2 years,48703
E12000008,South East,1,Female,3,Aged 3 years,49622
E12000008,South East,1,Female,4,Aged 4 years,51313
E12000008,South East,1,Female,5,Aged 5 years,52914
E12000008,South East,1,Female,6,Aged 6 years,52107
E12000008,South East,1,Female,7,Aged 7 years,52580
E12000008,South East,1,Female,8,Aged 8 years,54996
E12000008,South East,1,Female,9,Aged 9 years,56295
E12000008,South East,1,Female,10,Aged 10 years,56215
E12000008,South East,1,Female,11,Aged 11 years,55872
E12000008,South East,1,Female,12,Aged 12 years,55362
E12000008,South East,1,Female,13,Aged 13 years,55477
E12000008,South East,1,Female,14,Aged 14 years,54072
E12000008,South East,1,Female,15,Aged 15 years,51850
E12000008,South East,1,Female,16,Aged 16 years,52328
E12000008,South East,1,Female,17,Aged 17 years,51527
E12000008,South East,1,Female,18,Aged 18 years,49187
E12000008,South East,1,Female,19,Aged 19 years,48665
E12000008,South East,1,Female,20,Aged 20 years,47907
E12000008,South East,1,Female,21,Aged 21 years,49719
E12000008,South East,1,Female,22,Aged 22 years,51943
E12000008,South East,1,Female,23,Aged 23 years,52529
E12000008,South East,1,Female,24,Aged 24 years,52102
E12000008,South East,1,Female,25,Aged 25 years,52245
E12000008,South East,1,Female,26,Aged 26 years,53562
E12000008,South East,1,Female,27,Aged 27 years,55175
E12000008,South East,1,Female,28,Aged 28 years,57085
E12000008,South East,1,Female,29,Aged 29 years,58921
E12000008,South East,1,Female,30,Aged 30 years,61653
E12000008,South East,1,Female,31,Aged 31 years,61705
E12000008,South East,1,Female,32,Aged 32 years,62830
E12000008,South East,1,Female,33,Aged 33 years,63576
E12000008,South East,1,Female,34,Aged 34 years,63051
E12000008,South East,1,Female,35,Aged 35 years,63022
E12000008,South East,1,Female,36,Aged 36 years,62601
E12000008,South East,1,Female,37,Aged 37 years,62413
E12000008,South East,1,Female,38,Aged 38 years,62591
E12000008,South East,1,Female,39,Aged 39 years,63273
E12000008,South East,1,Female,40,Aged 40 years,65505
E12000008,South East,1,Female,41,Aged 41 years,64736
E12000008,South East,1,Female,42,Aged 42 years,61518
E12000008,South East,1,Female,43,Aged 43 years,58778
E12000008,South East,1,Female,44,Aged 44 years,58939
E12000008,South East,1,Female,45,Aged 45 years,59283
E12000008,South East,1,Female,46,Aged 46 years,60889
E12000008,South East,1,Female,47,Aged 47 years,61840
E12000008,South East,1,Female,48,Aged 48 years,64148
E12000008,South East,1,Female,49,Aged 49 years,66113
E12000008,South East,1,Female,50,Aged 50 years,67375
E12000008,South East,1,Female,51,Aged 51 years,64977
E12000008,South East,1,Female,52,Aged 52 years,67088
E12000008,South East,1,Female,53,Aged 53 years,67273
E12000008,South East,1,Female,54,Aged 54 years,67756
E12000008,South East,1,Female,55,Aged 55 years,67109
E12000008,South East,1,Female,56,Aged 56 years,67273
